;Season;Lg;W;L;Finish;Age;Ht.;Wt.;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Team;Year
856;2012-13;NBA;56;26;2;27.0;6-6;223.0;82;19805.0;2964;6679;0.444;382.0;1107.0;0.345;2582;5572;0.463;1349;1746;0.773;1059.0;2445.0;3504.0;1715;703.0;436.0;1144.0;1660;7659;MEM;2012
857;2011-12;NBA;41;25;2;25.6;6-6;225.0;66;15940.0;2425;5422;0.447;277.0;849.0;0.326;2148;4573;0.47;1142;1504;0.759;831.0;1944.0;2775.0;1290;631.0;345.0;955.0;1316;6269;MEM;2011
858;2010-11;NBA;46;36;4;25.2;6-6;224.0;82;19880.0;3200;6801;0.471;309.0;926.0;0.334;2891;5875;0.492;1486;1981;0.75;970.0;2391.0;3361.0;1691;771.0;441.0;1145.0;1705;8195;MEM;2010
859;2009-10;NBA;40;42;4;24.1;6-7;226.0;82;19905.0;3223;6875;0.469;344.0;1020.0;0.337;2879;5855;0.492;1614;2202;0.733;1070.0;2496.0;3566.0;1543;645.0;399.0;1248.0;1655;8404;MEM;2009
860;2008-09;NBA;24;58;5;23.3;6-6;217.0;82;19805.0;2865;6311;0.454;398.0;1106.0;0.36;2467;5205;0.474;1570;2077;0.756;847.0;2337.0;3184.0;1423;615.0;385.0;1252.0;1777;7698;MEM;2008
861;2007-08;NBA;22;60;5;24.5;6-6;211.0;82;19805.0;3060;6737;0.454;620.0;1779.0;0.349;2440;4958;0.492;1517;2097;0.723;848.0;2567.0;3415.0;1574;503.0;386.0;1251.0;1592;8257;MEM;2007
862;2006-07;NBA;22;60;5;26.2;6-6;210.0;82;19980.0;2998;6448;0.465;500.0;1362.0;0.367;2498;5086;0.491;1835;2410;0.761;866.0;2375.0;3241.0;1680;564.0;407.0;1343.0;1827;8331;MEM;2006
863;2005-06;NBA;49;33;3;28.1;6-7;211.0;82;19855.0;2746;6125;0.448;590.0;1578.0;0.374;2156;4547;0.474;1476;2077;0.711;834.0;2379.0;3213.0;1586;600.0;442.0;1134.0;1757;7558;MEM;2005
864;2004-05;NBA;45;37;4;26.3;6-7;217.0;82;19705.0;2802;6271;0.447;531.0;1486.0;0.357;2271;4785;0.475;1526;2024;0.754;887.0;2307.0;3194.0;1716;699.0;476.0;1197.0;1910;7661;MEM;2004
865;2003-04;NBA;50;32;4;26.0;6-7;215.0;82;19880.0;2963;6657;0.445;447.0;1314.0;0.34;2516;5343;0.471;1557;2143;0.727;1047.0;2381.0;3428.0;1915;795.0;565.0;1226.0;1903;7930;MEM;2003
866;2002-03;NBA;28;54;6;24.9;6-7;212.0;82;19930.0;3049;6743;0.452;467.0;1279.0;0.365;2582;5464;0.473;1430;1936;0.739;943.0;2466.0;3409.0;1892;651.0;500.0;1262.0;1678;7995;MEM;2002
867;2001-02;NBA;23;59;7;25.5;6-6;211.0;82;19780.0;2851;6535;0.436;336.0;1096.0;0.307;2515;5439;0.462;1334;1883;0.708;984.0;2413.0;3397.0;1785;646.0;488.0;1344.0;1571;7372;MEM;2001
868;2000-01;NBA;23;59;7;26.2;6-6;215.0;82;19780.0;2870;6539;0.439;325.0;947.0;0.343;2545;5592;0.455;1457;1892;0.77;894.0;2431.0;3325.0;1899;586.0;359.0;1291.0;1733;7522;MEM;2000
869;1999-00;NBA;22;60;7;25.3;6-6;217.0;82;19855.0;2892;6441;0.449;324.0;898.0;0.361;2568;5543;0.463;1594;2060;0.774;1005.0;2324.0;3329.0;1700;608.0;346.0;1381.0;1881;7702;MEM;1999
870;1998-99;NBA;8;42;7;25.0;6-6;216.0;50;12175.0;1643;3838;0.428;148.0;453.0;0.327;1495;3385;0.442;1009;1408;0.717;650.0;1359.0;2009.0;964;420.0;199.0;848.0;1123;4443;MEM;1998
871;1997-98;NBA;19;63;6;26.5;6-7;219.0;82;19830.0;3006;6567;0.458;325.0;898.0;0.362;2681;5669;0.473;1586;2145;0.739;1081.0;2313.0;3394.0;1960;614.0;349.0;1405.0;1809;7923;MEM;1997
872;1996-97;NBA;14;68;7;25.0;6-6;216.0;82;19780.0;2819;6453;0.437;445.0;1274.0;0.349;2374;5179;0.458;1230;1734;0.709;1023.0;2155.0;3178.0;1862;657.0;464.0;1301.0;1755;7313;MEM;1996
873;1995-96;NBA;15;67;7;27.2;6-6;215.0;82;19880.0;2772;6483;0.428;372.0;1129.0;0.329;2400;5354;0.448;1446;1998;0.724;957.0;2170.0;3127.0;1706;728.0;333.0;1347.0;1852;7362;MEM;1995
874;2022-23;NBA;48;34;1;25.4;6-6;213.0;82;19830.0;3573;7232;0.494;1128.0;3060.0;0.369;2445;4172;0.586;1624;2055;0.79;782.0;2699.0;3481.0;2237;574.0;275.0;1106.0;1616;9898;SAC;2022
875;2021-22;NBA;30;52;5;25.8;6-6;215.0;82;19805.0;3321;7223;0.46;937.0;2722.0;0.344;2384;4501;0.53;1466;1908;0.768;784.0;2737.0;3521.0;1943;588.0;369.0;1156.0;1552;9045;SAC;2021
876;2020-21;NBA;31;41;5;25.6;6-6;214.0;72;17305.0;3067;6382;0.481;874.0;2400.0;0.364;2193;3982;0.551;1181;1585;0.745;674.0;2307.0;2981.0;1836;543.0;358.0;963.0;1400;8189;SAC;2020
877;2019-20;NBA;31;41;4;27.0;6-6;218.0;72;17455.0;2943;6364;0.462;914.0;2511.0;0.364;2029;3853;0.527;1127;1464;0.77;695.0;2372.0;3067.0;1713;556.0;293.0;1043.0;1595;7927;SAC;2019
878;2018-19;NBA;39;43;3;24.8;6-6;214.0;82;19730.0;3541;7637;0.464;927.0;2455.0;0.378;2614;5182;0.504;1354;1865;0.726;906.0;2819.0;3725.0;2083;679.0;363.0;1095.0;1751;9363;SAC;2018
879;2017-18;NBA;27;55;4;26.3;6-6;214.0;82;19755.0;3179;7063;0.45;738.0;1967.0;0.375;2441;5096;0.479;1008;1371;0.735;777.0;2578.0;3355.0;1768;643.0;340.0;1125.0;1639;8104;SAC;2017
880;2016-17;NBA;32;50;3;27.8;6-6;220.0;82;19880.0;3105;6734;0.461;737.0;1960.0;0.376;2368;4774;0.496;1483;1913;0.775;715.0;2652.0;3367.0;1844;627.0;324.0;1201.0;1667;8430;SAC;2016
881;2015-16;NBA;33;49;3;26.6;6-6;220.0;82;19805.0;3283;7083;0.464;660.0;1839.0;0.359;2623;5244;0.5;1514;2089;0.725;868.0;2760.0;3628.0;2009;733.0;368.0;1326.0;1676;8740;SAC;2015
882;2014-15;NBA;29;53;4;26.0;6-7;221.0;82;19855.0;3010;6617;0.455;461.0;1350.0;0.341;2549;5267;0.484;1829;2400;0.762;895.0;2728.0;3623.0;1667;550.0;324.0;1333.0;1696;8310;SAC;2014
883;2013-14;NBA;28;54;4;24.9;6-6;223.0;82;19830.0;3026;6766;0.447;491.0;1475.0;0.333;2535;5291;0.479;1698;2237;0.759;990.0;2656.0;3646.0;1547;587.0;318.0;1249.0;1849;8241;SAC;2013
884;2012-13;NBA;28;54;4;25.6;6-6;221.0;82;19830.0;3086;6904;0.447;610.0;1681.0;0.363;2476;5223;0.474;1437;1869;0.769;943.0;2385.0;3328.0;1708;671.0;342.0;1199.0;1717;8219;SAC;2012
885;2011-12;NBA;22;44;5;24.3;6-6;222.0;66;15915.0;2490;5712;0.436;411.0;1301.0;0.316;2079;4411;0.471;1127;1532;0.736;882.0;1947.0;2829.0;1271;561.0;323.0;952.0;1287;6518;SAC;2011
886;2010-11;NBA;24;58;5;24.8;6-7;227.0;82;19855.0;3134;6979;0.449;428.0;1277.0;0.335;2706;5702;0.475;1455;1981;0.734;1071.0;2526.0;3597.0;1675;608.0;391.0;1324.0;1805;8151;SAC;2010
887;2009-10;NBA;25;57;5;24.1;6-7;226.0;82;19880.0;3144;6895;0.456;482.0;1383.0;0.349;2662;5512;0.483;1430;1969;0.726;977.0;2518.0;3495.0;1679;564.0;366.0;1226.0;1827;8200;SAC;2009
888;2008-09;NBA;17;65;5;26.3;6-7;216.0;82;19905.0;2990;6685;0.447;586.0;1594.0;0.368;2404;5091;0.472;1682;2107;0.798;840.0;2366.0;3206.0;1619;569.0;349.0;1266.0;1910;8248;SAC;2008
889;2007-08;NBA;38;44;4;27.3;6-7;216.0;82;19830.0;3043;6558;0.464;510.0;1367.0;0.373;2533;5191;0.488;1812;2272;0.798;829.0;2456.0;3285.0;1567;651.0;334.0;1317.0;1839;8408;SAC;2007
890;2006-07;NBA;33;49;5;27.3;6-6;217.0;82;19805.0;2941;6532;0.45;530.0;1513.0;0.35;2411;5019;0.48;1891;2473;0.765;797.0;2396.0;3193.0;1665;671.0;265.0;1194.0;1792;8303;SAC;2006
891;2005-06;NBA;44;38;4;27.2;6-6;220.0;82;19830.0;2954;6500;0.454;494.0;1408.0;0.351;2460;5092;0.483;1704;2173;0.784;852.0;2473.0;3325.0;1825;608.0;299.0;1199.0;1672;8106;SAC;2005
892;2004-05;NBA;50;32;2;27.7;6-6;222.0;82;19855.0;3203;6978;0.459;522.0;1396.0;0.374;2681;5582;0.48;1577;2004;0.787;1023.0;2455.0;3478.0;2005;674.0;316.0;1073.0;1685;8505;SAC;2004
893;2003-04;NBA;55;27;2;29.3;6-7;218.0;82;19780.0;3103;6711;0.462;601.0;1498.0;0.401;2502;5213;0.48;1626;2044;0.795;888.0;2492.0;3380.0;2152;710.0;325.0;1137.0;1586;8433;SAC;2003
894;2002-03;NBA;59;23;1;28.3;6-7;217.0;82;19830.0;3242;6990;0.464;491.0;1288.0;0.381;2751;5702;0.482;1367;1832;0.746;900.0;2751.0;3651.0;2034;736.0;457.0;1192.0;1666;8342;SAC;2002
895;2001-02;NBA;61;21;1;27.0;6-7;220.0;82;19755.0;3267;7003;0.467;426.0;1160.0;0.367;2841;5843;0.486;1618;2154;0.751;1013.0;2702.0;3715.0;1958;741.0;375.0;1128.0;1560;8578;SAC;2001
896;2000-01;NBA;55;27;2;27.1;6-7;219.0;82;20080.0;3132;6969;0.449;479.0;1353.0;0.354;2653;5616;0.472;1600;2075;0.771;987.0;2705.0;3692.0;1852;793.0;432.0;1221.0;1596;8343;SAC;2000
897;1999-00;NBA;44;38;5;27.5;6-6;221.0;82;19805.0;3276;7288;0.45;534.0;1656.0;0.322;2742;5632;0.487;1521;2016;0.754;1056.0;2635.0;3691.0;1953;787.0;381.0;1325.0;1729;8607;SAC;1999
898;1998-99;NBA;27;23;4;26.1;6-7;222.0;50;12200.0;1918;4307;0.445;290.0;943.0;0.308;1628;3364;0.484;883;1293;0.683;706.0;1573.0;2279.0;1129;444.0;232.0;842.0;1016;5009;SAC;1998
899;1997-98;NBA;27;55;5;26.6;6-6;216.0;82;19730.0;2957;6684;0.442;283.0;806.0;0.351;2674;5878;0.455;1440;2096;0.687;1094.0;2304.0;3398.0;1836;596.0;420.0;1271.0;1810;7637;SAC;1997
900;1996-97;NBA;34;48;6;27.4;6-6;211.0;82;19855.0;3000;6611;0.454;414.0;1058.0;0.391;2586;5553;0.466;1494;2067;0.723;1100.0;2307.0;3407.0;1799;588.0;362.0;1332.0;1946;7908;SAC;1996
901;1995-96;NBA;39;43;5;26.6;6-6;213.0;82;19755.0;2971;6494;0.457;462.0;1194.0;0.387;2509;5300;0.473;1759;2407;0.731;1114.0;2345.0;3459.0;1829;643.0;436.0;1442.0;2131;8163;SAC;1995
902;1994-95;NBA;39;43;5;26.4;6-5;209.0;82;19855.0;3025;6463;0.468;359.0;1037.0;0.346;2666;5426;0.491;1647;2317;0.711;1073.0;2325.0;3398.0;1824;650.0;457.0;1449.0;2040;8056;SAC;1994
903;1993-94;NBA;28;54;6;26.7;6-5;207.0;82;19755.0;3179;7027;0.452;257.0;729.0;0.353;2922;6298;0.464;1676;2292;0.731;1122.0;2349.0;3471.0;2029;669.0;355.0;1333.0;1979;8291;SAC;1993
904;1992-93;NBA;25;57;7;26.5;6-5;205.0;82;19780.0;3360;7264;0.463;262.0;788.0;0.332;3098;6476;0.478;1865;2447;0.762;1137.0;2281.0;3418.0;2075;768.0;348.0;1364.0;2085;8847;SAC;1992
905;1991-92;NBA;29;53;7;25.1;6-5;207.0;82;19830.0;3348;7189;0.466;238.0;675.0;0.353;3110;6514;0.477;1615;2162;0.747;1054.0;2354.0;3408.0;1957;727.0;618.0;1360.0;1763;8549;SAC;1991
906;1990-91;NBA;25;57;7;25.9;6-6;208.0;82;19705.0;3086;6818;0.453;216.0;578.0;0.374;2870;6240;0.46;1540;2105;0.732;1027.0;2218.0;3245.0;1991;631.0;513.0;1272.0;2075;7928;SAC;1990
907;1989-90;NBA;23;59;7;26.4;6-6;209.0;82;19755.0;3305;7056;0.468;216.0;649.0;0.333;3089;6407;0.482;1515;1964;0.771;952.0;2363.0;3315.0;2052;546.0;392.0;1239.0;1863;8341;SAC;1989
908;1988-89;NBA;27;55;6;25.2;6-7;208.0;82;19780.0;3362;7351;0.457;307.0;824.0;0.373;3055;6527;0.468;1620;2104;0.77;1141.0;2454.0;3595.0;1970;624.0;409.0;1370.0;1877;8651;SAC;1988
909;1987-88;NBA;24;58;6;26.1;6-7;209.0;82;19780.0;3458;7337;0.471;144.0;450.0;0.32;3314;6887;0.481;1795;2324;0.772;1232.0;2461.0;3693.0;2116;582.0;493.0;1457.0;1895;8855;SAC;1987
910;1986-87;NBA;29;53;5;26.3;6-7;217.0;82;19780.0;3522;7413;0.475;77.0;307.0;0.251;3445;7106;0.485;1974;2479;0.796;1282.0;2441.0;3723.0;2185;513.0;397.0;1403.0;2007;9095;SAC;1986
911;1985-86;NBA;37;45;5;26.6;6-7;212.0;82;19780.0;3538;7220;0.49;30.0;134.0;0.224;3508;7086;0.495;1818;2338;0.778;1135.0;2377.0;3512.0;2304;602.0;388.0;1533.0;2134;8924;SAC;1985
912;1984-85;NBA;31;51;6;26.1;6-6;209.0;82;19755.0;3664;7275;0.504;63.0;238.0;0.265;3601;7037;0.512;2022;2595;0.779;1167.0;2327.0;3494.0;2342;661.0;300.0;1593.0;2169;9413;SAC;1984
913;1983-84;NBA;38;44;4;26.2;6-6;209.0;82;19755.0;3516;7230;0.486;52.0;189.0;0.275;3464;7041;0.492;1939;2495;0.777;1144.0;2273.0;3417.0;2229;715.0;383.0;1504.0;2200;9023;SAC;1983
914;1982-83;NBA;45;37;3;24.5;6-6;208.0;82;19780.0;3719;7485;0.497;51.0;215.0;0.237;3668;7270;0.505;1839;2530;0.727;1256.0;2407.0;3663.0;2155;765.0;409.0;1691.0;2432;9328;SAC;1982
915;1981-82;NBA;30;52;4;24.0;6-6;208.0;82;19880.0;3604;7284;0.495;26.0;130.0;0.2;3578;7154;0.5;1551;2158;0.719;1086.0;2276.0;3362.0;2056;743.0;402.0;1507.0;2359;8785;SAC;1981
916;1980-81;NBA;40;42;2;26.2;6-6;210.0;82;19830.0;3572;7151;0.5;49.0;168.0;0.292;3523;6983;0.505;1576;2206;0.714;1037.0;2450.0;3487.0;2271;719.0;385.0;1448.0;2092;8769;SAC;1980
917;1979-80;NBA;47;35;2;25.5;6-5;206.0;82;19805.0;3582;7489;0.478;25.0;114.0;0.219;3557;7375;0.482;1671;2250;0.743;1187.0;2429.0;3616.0;2123;863.0;356.0;1439.0;2135;8860;SAC;1979
918;1978-79;NBA;48;34;1;25.7;6-6;204.0;82;19855.0;3764;7644;0.492;;;;3764;7644;0.492;1746;2392;0.73;1191.0;2404.0;3595.0;2239;825.0;390.0;1631.0;2419;9274;SAC;1978
919;1977-78;NBA;31;51;5;26.1;6-6;208.0;82;19830.0;3601;7731;0.466;;;;3601;7731;0.466;1775;2262;0.785;1208.0;2632.0;3840.0;1992;794.0;370.0;1690.0;2228;8977;SAC;1977
920;1976-77;NBA;40;42;4;25.9;6-6;209.0;82;19830.0;3561;7733;0.46;;;;3561;7733;0.46;1706;2140;0.797;1222.0;2593.0;3815.0;1982;849.0;386.0;1576.0;2173;8828;SAC;1976
921;1975-76;NBA;31;51;3;26.2;6-5;201.0;82;19755.0;3341;7379;0.453;;;;3341;7379;0.453;1792;2335;0.767;1133.0;2668.0;3801.0;1864;751.0;324.0;1607.0;2056;8474;SAC;1975
922;1974-75;NBA;44;38;2;25.5;6-6;198.0;82;19730.0;3257;7258;0.449;;;;3257;7258;0.449;1797;2190;0.821;991.0;2745.0;3736.0;1853;724.0;347.0;1542.0;1968;8311;SAC;1974
923;1973-74;NBA;33;49;4;26.7;6-6;202.0;82;19705.0;3369;7342;0.459;;;;3369;7342;0.459;1628;2104;0.774;1112.0;2554.0;3666.0;1744;796.0;384.0;1791.0;1916;8366;SAC;1973
924;1972-73;NBA;36;46;4;26.3;6-5;197.0;82;19780.0;3621;7581;0.478;;;;3621;7581;0.478;1580;2036;0.776;;;3628.0;2118;;;;2054;8822;SAC;1972
925;1971-72;NBA;30;52;3;25.7;6-5;199.0;82;19780.0;3444;7496;0.459;;;;3444;7496;0.459;1948;2578;0.756;;;3754.0;2020;;;;2079;8836;SAC;1971
926;1970-71;NBA;33;49;3;25.7;6-4;195.0;82;19830.0;3805;8374;0.454;;;;3805;8374;0.454;1901;2622;0.725;;;4151.0;2022;;;;2126;9511;SAC;1970
927;1969-70;NBA;36;46;5;27.6;6-5;202.0;82;19880.0;3767;8271;0.455;;;;3767;8271;0.455;2082;2841;0.733;;;4163.0;1992;;;;2215;9616;SAC;1969
928;1968-69;NBA;41;41;5;27.9;6-6;212.0;82;19805.0;3565;7742;0.46;;;;3565;7742;0.46;2262;3012;0.751;;;4525.0;1983;;;;2031;9392;SAC;1968
929;1967-68;NBA;39;43;5;28.0;6-5;211.0;82;19805.0;3679;7864;0.468;;;;3679;7864;0.468;2204;2892;0.762;;;5129.0;2048;;;;2016;9562;SAC;1967
930;1966-67;NBA;39;42;3;26.4;6-5;211.0;81;19515.0;3654;8137;0.449;;;;3654;8137;0.449;2179;2806;0.777;;;5198.0;1858;;;;2073;9487;SAC;1966
931;1965-66;NBA;45;35;3;26.8;6-5;212.0;80;19275.0;3610;8123;0.444;;;;3610;8123;0.444;2204;2906;0.758;;;5559.0;1818;;;;2033;9424;SAC;1965
932;1964-65;NBA;48;32;2;26.5;6-5;210.0;80;19325.0;3482;7797;0.447;;;;3482;7797;0.447;2170;2866;0.757;;;5387.0;1843;;;;1992;9134;SAC;1964
933;1963-64;NBA;55;25;2;26.0;6-5;212.0;80;;3516;7761;0.453;;;;3516;7761;0.453;2146;2828;0.759;;;5400.0;1916;;;;2139;9178;SAC;1963
934;1962-63;NBA;42;38;3;26.0;6-5;211.0;80;;3672;7998;0.459;;;;3672;7998;0.459;2183;2923;0.747;;;5561.0;1931;;;;2203;9527;SAC;1962
935;1961-62;NBA;43;37;2;25.0;6-5;210.0;80;;3806;8414;0.452;;;;3806;8414;0.452;2233;2969;0.752;;;5665.0;2154;;;;2081;9845;SAC;1961
936;1960-61;NBA;33;46;4;24.4;6-6;209.0;79;;3626;8281;0.438;;;;3626;8281;0.438;2060;2761;0.746;;;5581.0;2107;;;;2159;9312;SAC;1960
937;1959-60;NBA;19;56;4;25.0;6-5;208.0;75;;3210;7786;0.412;;;;3210;7786;0.412;1913;2672;0.716;;;5251.0;1747;;;;2097;8333;SAC;1959
938;1958-59;NBA;19;53;4;23.7;6-5;210.0;72;;2854;7340;0.389;;;;2854;7340;0.389;1713;2375;0.721;;;4887.0;1369;;;;1855;7421;SAC;1958
939;1957-58;NBA;33;39;3;25.7;6-5;209.0;72;;2817;7339;0.384;;;;2817;7339;0.384;1688;2372;0.712;;;4959.0;1578;;;;1835;7322;SAC;1957
940;1956-57;NBA;31;41;4;23.4;6-5;210.0;72;;2515;6807;0.369;;;;2515;6807;0.369;1698;2402;0.707;;;4171.0;1298;;;;1866;6728;SAC;1956
941;1955-56;NBA;31;41;4;25.2;6-5;202.0;72;;2551;6890;0.37;;;;2551;6890;0.37;1798;2567;0.7;;;4449.0;1747;;;;1990;6900;SAC;1955
942;1954-55;NBA;29;43;3;28.8;6-4;196.0;72;;2399;6020;0.399;;;;2399;6020;0.399;1737;2420;0.718;;;3904.0;1695;;;;1865;6535;SAC;1954
943;1953-54;NBA;44;28;2;29.1;6-4;193.0;72;;2010;5451;0.369;;;;2010;5451;0.369;1722;2518;0.684;;;3494.0;1454;;;;1904;5742;SAC;1953
944;1952-53;NBA;44;26;2;29.1;6-4;195.0;70;;2019;5432;0.372;;;;2019;5432;0.372;2005;2747;0.73;;;3625.0;1520;;;;2210;6043;SAC;1952
945;1951-52;NBA;41;25;1;28.9;6-4;194.0;66;;2014;5172;0.389;;;;2014;5172;0.389;1661;2150;0.773;;;3373.0;1590;;;;1804;5689;SAC;1951
946;1950-51;NBA;41;27;2;;;;68;;2032;5377;0.378;;;;2032;5377;0.378;1692;2248;0.753;;;3015.0;1368;;;;1534;5756;SAC;1950
947;1949-50;NBA;51;17;2;;;;68;;1956;5247;0.373;;;;1956;5247;0.373;1690;2319;0.729;;;;1383;;;;1585;5602;SAC;1949
949;2022-23;NBA;38;44;3;27.8;6-6;215.0;82;19930.0;3283;6909;0.475;1246.0;3362.0;0.371;2037;3547;0.574;1554;2057;0.755;625.0;2556.0;3181.0;1880;514.0;304.0;1002.0;1697;9366;DAL;2022
950;2021-22;NBA;52;30;2;26.7;6-6;218.0;82;19755.0;3222;6982;0.461;1073.0;3063.0;0.35;2149;3919;0.548;1341;1739;0.771;759.0;2769.0;3528.0;1918;552.0;325.0;1025.0;1612;8858;DAL;2021
951;2020-21;NBA;42;30;1;26.3;6-6;219.0;72;17305.0;2958;6287;0.47;994.0;2744.0;0.362;1964;3543;0.554;1186;1524;0.778;657.0;2463.0;3120.0;1647;450.0;311.0;869.0;1396;8096;DAL;2020
952;2019-20;NBA;43;32;2;26.1;6-7;217.0;75;18175.0;3124;6772;0.461;1136.0;3095.0;0.367;1988;3677;0.541;1392;1787;0.779;791.0;2729.0;3520.0;1849;460.0;363.0;953.0;1462;8776;DAL;2019
953;2018-19;NBA;33;49;5;26.9;6-7;219.0;82;19780.0;3182;7122;0.447;1022.0;3002.0;0.34;2160;4120;0.524;1541;2076;0.742;832.0;2884.0;3716.0;1918;533.0;351.0;1167.0;1650;8927;DAL;2018
954;2017-18;NBA;24;58;4;27.7;6-6;213.0;82;19805.0;3128;7042;0.444;967.0;2688.0;0.36;2161;4354;0.496;1167;1530;0.763;666.0;2717.0;3383.0;1858;578.0;310.0;1008.0;1578;8390;DAL;2017
955;2016-17;NBA;33;49;5;27.6;6-6;214.0;82;19780.0;2968;6750;0.44;878.0;2473.0;0.355;2090;4277;0.489;1215;1516;0.801;647.0;2516.0;3163.0;1705;614.0;307.0;972.0;1567;8029;DAL;2016
956;2015-16;NBA;42;40;2;30.3;6-6;223.0;82;20005.0;3064;6900;0.444;806.0;2342.0;0.344;2258;4558;0.495;1454;1831;0.794;751.0;2781.0;3532.0;1813;560.0;306.0;1047.0;1595;8388;DAL;2015
957;2014-15;NBA;50;32;4;29.9;6-6;207.0;82;19880.0;3255;7036;0.463;732.0;2082.0;0.352;2523;4954;0.509;1386;1843;0.752;858.0;2608.0;3466.0;1846;663.0;371.0;1062.0;1644;8628;DAL;2014
958;2013-14;NBA;49;33;4;30.6;6-6;216.0;82;19830.0;3249;6858;0.474;721.0;1877.0;0.384;2528;4981;0.508;1378;1733;0.795;840.0;2514.0;3354.0;1935;704.0;356.0;1110.0;1636;8597;DAL;2013
959;2012-13;NBA;41;41;4;29.5;6-6;218.0;82;19980.0;3182;6892;0.462;606.0;1628.0;0.372;2576;5264;0.489;1323;1669;0.793;767.0;2670.0;3437.0;1906;648.0;454.0;1144.0;1698;8293;DAL;2012
960;2011-12;NBA;36;30;3;31.3;6-6;213.0;66;16065.0;2398;5412;0.443;497.0;1464.0;0.339;1901;3948;0.482;1029;1334;0.771;665.0;2157.0;2822.0;1380;565.0;337.0;926.0;1226;6322;DAL;2011
961;2010-11;NBA;57;25;2;30.9;6-6;214.0;82;19705.0;3069;6463;0.475;645.0;1768.0;0.365;2424;4695;0.516;1437;1850;0.777;780.0;2618.0;3398.0;1954;557.0;352.0;1145.0;1575;8220;DAL;2010
962;2009-10;NBA;55;27;1;30.7;6-6;214.0;82;19880.0;3140;6760;0.464;558.0;1498.0;0.372;2582;5262;0.491;1526;1870;0.816;834.0;2586.0;3420.0;1917;624.0;449.0;1059.0;1563;8364;DAL;2009
963;2008-09;NBA;50;32;3;29.0;6-6;217.0;82;19805.0;3128;6770;0.462;571.0;1632.0;0.35;2557;5138;0.498;1516;1852;0.819;909.0;2595.0;3504.0;1779;591.0;429.0;1043.0;1600;8343;DAL;2008
964;2007-08;NBA;51;31;4;28.9;6-7;219.0;82;19730.0;3025;6515;0.464;494.0;1403.0;0.352;2531;5112;0.495;1690;2075;0.814;883.0;2643.0;3526.0;1720;490.0;402.0;1037.0;1786;8234;DAL;2007
965;2006-07;NBA;67;15;1;28.1;6-7;220.0;82;19755.0;3010;6442;0.467;535.0;1404.0;0.381;2475;5038;0.491;1646;2045;0.805;920.0;2515.0;3435.0;1632;560.0;408.0;1140.0;1837;8201;DAL;2006
966;2005-06;NBA;60;22;2;27.5;6-7;220.0;82;19880.0;2948;6375;0.462;416.0;1113.0;0.374;2532;5262;0.481;1818;2322;0.783;1030.0;2431.0;3461.0;1473;593.0;488.0;1112.0;1834;8130;DAL;2005
967;2004-05;NBA;58;24;2;27.7;6-7;216.0;82;19730.0;3058;6691;0.457;463.0;1273.0;0.364;2595;5418;0.479;1826;2314;0.789;990.0;2530.0;3520.0;1610;708.0;461.0;1102.0;1827;8405;DAL;2004
968;2003-04;NBA;52;30;3;27.4;6-7;218.0;82;19805.0;3322;7230;0.459;507.0;1456.0;0.348;2815;5774;0.488;1475;1854;0.796;1174.0;2538.0;3712.0;1963;656.0;437.0;1000.0;1609;8626;DAL;2003
969;2002-03;NBA;60;22;2;28.1;6-7;216.0;82;19780.0;3161;6982;0.453;636.0;1668.0;0.381;2525;5314;0.475;1486;1793;0.829;912.0;2544.0;3456.0;1837;665.0;449.0;949.0;1730;8444;DAL;2002
970;2001-02;NBA;57;25;2;27.6;6-7;218.0;82;19880.0;3200;6930;0.462;621.0;1645.0;0.378;2579;5285;0.488;1608;1994;0.806;918.0;2568.0;3486.0;1811;581.0;392.0;992.0;1842;8629;DAL;2001
971;2000-01;NBA;53;29;3;26.6;6-7;215.0;82;19805.0;3085;6716;0.459;517.0;1357.0;0.381;2568;5359;0.479;1552;1954;0.794;831.0;2571.0;3402.0;1740;618.0;492.0;1141.0;1907;8239;DAL;2000
972;1999-00;NBA;40;42;4;26.3;6-7;213.0;82;19730.0;3195;7047;0.453;519.0;1326.0;0.391;2676;5721;0.468;1407;1751;0.804;931.0;2444.0;3375.0;1810;592.0;416.0;1124.0;1770;8316;DAL;1999
973;1998-99;NBA;19;31;5;26.1;6-8;218.0;50;12075.0;1749;4033;0.434;202.0;595.0;0.339;1547;3438;0.45;881;1210;0.728;645.0;1478.0;2123.0;921;352.0;292.0;692.0;1065;4581;DAL;1998
974;1997-98;NBA;20;62;5;26.3;6-7;216.0;82;19905.0;2882;6754;0.427;422.0;1183.0;0.357;2460;5571;0.442;1308;1738;0.753;1008.0;2280.0;3288.0;1535;646.0;466.0;1182.0;1643;7494;DAL;1997
975;1996-97;NBA;24;58;4;27.1;6-7;219.0;82;19805.0;2813;6452;0.436;430.0;1316.0;0.327;2383;5136;0.464;1375;1918;0.717;1040.0;2262.0;3302.0;1663;654.0;351.0;1324.0;1798;7431;DAL;1996
976;1995-96;NBA;26;56;6;25.1;6-6;216.0;82;19930.0;3124;7431;0.42;735.0;2039.0;0.36;2389;5392;0.443;1426;1975;0.722;1408.0;2379.0;3787.0;1913;642.0;342.0;1270.0;1836;8409;DAL;1995
