;Rank;Player;Age;Tm;First;Pts Won;Pts Max;Share;G;MP;PTS;TRB;AST;STL;BLK;FG%;3P%;FT%;WS;WS/48;
16;12T;Tomáš Satoranský;26;WAS;0.0;1.0;505;0.002;73;22.5;7.2;3.2;3.9;0.7;0.2;0.523;0.465;0.781;5.0;0.145;2018
0;1;Lou Williams;32;LAC;96.0;489.0;500;0.978;75;26.6;20.0;3.0;5.4;0.8;0.1;0.425;0.361;0.876;5.1;0.123;2019
1;2;Domantas Sabonis;22;IND;1.0;190.0;500;0.38;74;24.8;14.1;9.3;2.9;0.6;0.4;0.59;0.529;0.715;7.6;0.197;2019
2;3;Montrezl Harrell;25;LAC;2.0;142.0;500;0.284;82;26.3;16.6;6.5;2.0;0.9;1.3;0.615;0.176;0.643;8.7;0.193;2019
3;4;Spencer Dinwiddie;25;BRK;0.0;34.0;500;0.068;68;28.1;16.8;2.4;4.6;0.6;0.3;0.442;0.335;0.806;4.8;0.121;2019
4;5;Terrence Ross;27;ORL;0.0;12.0;500;0.024;81;26.5;15.1;3.5;1.7;0.9;0.4;0.428;0.383;0.875;4.3;0.095;2019
5;6;Derrick Rose;30;MIN;0.0;11.0;500;0.022;51;27.3;18.0;2.7;4.3;0.6;0.2;0.482;0.37;0.856;3.0;0.102;2019
6;7;Dwyane Wade;37;MIA;0.0;8.0;500;0.016;72;26.2;15.0;4.0;4.2;0.8;0.5;0.433;0.33;0.708;2.4;0.061;2019
7;8;Dennis Schröder;25;OKC;1.0;5.0;500;0.01;79;29.3;15.5;3.6;4.1;0.8;0.2;0.414;0.341;0.819;2.9;0.06;2019
8;9;Monte Morris;23;DEN;0.0;3.0;500;0.006;82;24.0;10.4;2.4;3.6;0.9;0.0;0.493;0.414;0.802;6.2;0.151;2019
9;10;Andre Iguodala;35;GSW;0.0;2.0;500;0.004;68;23.2;5.7;3.7;3.2;0.9;0.8;0.5;0.333;0.582;4.2;0.129;2019
10;11T;Malik Beasley;22;DEN;0.0;1.0;500;0.002;81;23.2;11.3;2.5;1.2;0.7;0.1;0.474;0.402;0.848;4.5;0.115;2019
11;11T;Dāvis Bertāns;26;SAS;0.0;1.0;500;0.002;76;21.5;8.0;3.5;1.3;0.5;0.4;0.45;0.429;0.883;4.0;0.118;2019
12;11T;Jae Crowder;28;UTA;0.0;1.0;500;0.002;80;27.1;11.9;4.8;1.7;0.8;0.4;0.399;0.331;0.721;4.4;0.097;2019
13;11T;Ed Davis;29;BRK;0.0;1.0;500;0.002;81;17.9;5.8;8.6;0.8;0.4;0.4;0.616;0.0;0.617;5.7;0.191;2019
0;1;Montrezl Harrell;26;LAC;58.0;397.0;500;0.794;63;27.8;18.6;7.1;1.7;0.6;1.1;0.58;0.0;0.658;7.0;0.191;2020
1;2;Dennis Schröder;26;OKC;35.0;328.0;500;0.656;65;30.8;18.9;3.6;4.0;0.7;0.2;0.469;0.385;0.839;3.6;0.087;2020
2;3;Lou Williams;33;LAC;7.0;127.0;500;0.254;65;28.7;18.2;3.1;5.6;0.7;0.2;0.418;0.352;0.861;4.1;0.105;2020
3;4T;George Hill;33;MIL;0.0;17.0;500;0.034;59;21.5;9.4;3.0;3.1;0.8;0.1;0.516;0.46;0.842;5.5;0.21;2020
4;4T;Christian Wood;24;DET;0.0;17.0;500;0.034;62;21.4;13.1;6.3;1.0;0.5;0.9;0.567;0.386;0.744;5.1;0.183;2020
5;6;Goran Dragić;33;MIA;0.0;6.0;500;0.012;59;28.2;16.2;3.2;5.1;0.7;0.2;0.441;0.367;0.776;3.5;0.102;2020
6;7;Derrick Rose;31;DET;0.0;5.0;500;0.01;50;26.0;18.1;2.4;5.6;0.8;0.3;0.49;0.306;0.871;2.5;0.092;2020
7;8;Dāvis Bertāns;27;WAS;0.0;2.0;500;0.004;54;29.3;15.4;4.5;1.7;0.7;0.6;0.434;0.424;0.852;3.5;0.107;2020
8;9;Dwight Howard;34;LAL;0.0;1.0;500;0.002;69;18.9;7.5;7.3;0.7;0.4;1.1;0.729;0.6;0.514;5.4;0.197;2020
0;1;Jordan Clarkson;28;UTA;65.0;407.0;500;0.814;68;26.7;18.4;4.0;2.5;0.9;0.1;0.425;0.347;0.896;4.2;0.111;2021
1;2;Joe Ingles;33;UTA;34.0;272.0;500;0.544;67;27.9;12.1;3.6;4.7;0.7;0.2;0.489;0.451;0.844;7.0;0.18;2021
2;3;Derrick Rose;32;TOT;1.0;77.0;500;0.154;50;25.6;14.7;2.6;4.2;1.0;0.4;0.47;0.388;0.866;3.1;0.118;2021
3;4;Jalen Brunson;24;DAL;0.0;67.0;500;0.134;68;25.0;12.6;3.4;3.5;0.5;0.0;0.523;0.405;0.795;5.1;0.143;2021
4;5;Tim Hardaway Jr.;28;DAL;0.0;24.0;500;0.048;70;28.4;16.6;3.3;1.8;0.4;0.2;0.447;0.391;0.816;4.3;0.105;2021
5;6;Montrezl Harrell;27;LAL;0.0;14.0;500;0.028;69;22.9;13.5;6.2;1.1;0.7;0.7;0.622;0.0;0.707;7.3;0.221;2021
6;7;Carmelo Anthony;36;POR;0.0;8.0;500;0.016;69;24.5;13.4;3.1;1.5;0.7;0.6;0.421;0.409;0.89;2.6;0.073;2021
7;8;Chris Boucher;28;TOR;0.0;7.0;500;0.014;60;24.2;13.6;6.7;1.1;0.6;1.9;0.514;0.383;0.788;6.1;0.201;2021
8;9;Bobby Portis;25;MIL;0.0;6.0;500;0.012;66;20.8;11.4;7.1;1.1;0.8;0.4;0.523;0.471;0.74;4.8;0.167;2021
9;10;Enes Freedom;28;POR;0.0;5.0;500;0.01;72;24.4;11.2;11.0;1.2;0.5;0.7;0.604;0.25;0.774;7.5;0.204;2021
10;11;T.J. McConnell;28;IND;0.0;4.0;500;0.008;69;26.0;8.6;3.7;6.6;1.9;0.3;0.559;0.313;0.688;4.8;0.128;2021
11;12T;Miles Bridges;22;CHO;0.0;3.0;500;0.006;66;29.3;12.7;6.0;2.2;0.7;0.8;0.503;0.4;0.867;4.2;0.105;2021
12;12T;Shake Milton;24;PHI;0.0;3.0;500;0.006;63;23.2;13.0;2.3;3.1;0.6;0.3;0.45;0.35;0.83;2.8;0.091;2021
13;14;Thaddeus Young;32;CHI;0.0;2.0;500;0.004;68;24.3;12.1;6.2;4.3;1.1;0.6;0.559;0.267;0.628;5.1;0.147;2021
14;15;Facundo Campazzo;29;DEN;0.0;1.0;500;0.002;65;21.9;6.1;2.1;3.6;1.2;0.2;0.381;0.352;0.879;3.1;0.105;2021
0;1;Tyler Herro;22;MIA;96.0;488.0;500;0.976;66;32.6;20.7;5.0;4.0;0.7;0.1;0.447;0.399;0.868;3.8;0.084;2022
1;2;Kevin Love;33;CLE;3.0;214.0;500;0.428;74;22.5;13.6;7.2;2.2;0.4;0.2;0.43;0.392;0.838;5.7;0.164;2022
2;3;Cameron Johnson;25;PHO;1.0;128.0;500;0.256;66;26.2;12.5;4.1;1.5;0.9;0.2;0.46;0.425;0.86;5.6;0.156;2022
3;4;Jordan Clarkson;29;UTA;0.0;27.0;500;0.054;79;27.1;16.0;3.5;2.5;0.8;0.2;0.419;0.318;0.828;3.5;0.079;2022
4;5;Luke Kennard;25;LAC;0.0;12.0;500;0.024;70;27.4;11.9;3.3;2.1;0.6;0.1;0.449;0.449;0.896;4.5;0.113;2022
5;6;Bogdan Bogdanović;29;ATL;0.0;10.0;500;0.02;63;29.3;15.1;4.0;3.1;1.1;0.2;0.431;0.368;0.843;3.7;0.095;2022
6;7;Kelly Oubre Jr.;26;CHO;0.0;9.0;500;0.018;76;26.3;15.0;4.0;1.1;1.0;0.4;0.44;0.345;0.667;3.3;0.079;2022
7;8;De'Anthony Melton;23;MEM;0.0;4.0;500;0.008;73;22.7;10.8;4.5;2.7;1.4;0.5;0.404;0.374;0.75;3.7;0.107;2022
8;9;Montrezl Harrell;28;TOT;0.0;3.0;500;0.006;71;23.1;13.1;6.1;2.0;0.4;0.6;0.645;0.235;0.716;7.3;0.213;2022
9;10;Immanuel Quickley;22;NYK;0.0;2.0;500;0.004;78;23.1;11.3;3.2;3.5;0.7;0.0;0.392;0.346;0.881;4.2;0.113;2022
10;11T;Brandon Clarke;25;MEM;0.0;1.0;500;0.002;64;19.5;10.4;5.3;1.3;0.6;1.1;0.644;0.227;0.654;6.3;0.241;2022
11;11T;Tyus Jones;25;MEM;0.0;1.0;500;0.002;73;21.2;8.7;2.4;4.4;0.9;0.0;0.451;0.39;0.818;5.1;0.158;2022
12;11T;Maxi Kleber;30;DAL;0.0;1.0;500;0.002;59;24.6;7.0;5.9;1.2;0.5;1.0;0.398;0.325;0.708;3.0;0.098;2022
